Probability_-1.2236392998687713,Probability_0.0023293404165421,Probability_1.2282979807018557
1.5253075142374063e-32,0.9999999999999998,2.1860121901899148e-16
0.9951353264105653,7.057293992861978e-19,0.004864673589434724
0.999582099915937,9.936974017458785e-22,0.0004179000840628982
9.224333628282294e-06,1.429207342240572e-06,0.9999893464590294
0.9999999997877622,1.6950636971568434e-38,2.1223785987132907e-10
0.9999851776630049,9.842189579029057e-26,1.4822336995134292e-05
0.010453377644887228,7.938832787541497e-09,0.98954661441628
0.9999992210139013,1.1234401759998129e-29,7.789860987459035e-07
1.4503162389398535e-06,0.05748001173191653,0.9425185379518446
1.1009593361930438e-15,0.9999979683852308,2.0316147681963706e-06
0.998185430945224,7.828942240735134e-20,0.0018145690547759646
0.9994219836963675,4.498464553426992e-21,0.0005780163036325879
2.244694727703148e-22,0.9999999997757978,2.2420211808347869e-10
4.6036923144440494e-07,0.48914636762516506,0.5108531720056034
1.2427463854071362e-21,0.9999999617214367,3.827856319893404e-08
0.9999999993228017,1.293115770702699e-37,6.771982403751058e-10
5.933242353413472e-13,0.9919045945475877,0.00809540545181906
1.6782417058369985e-22,0.9999999996775766,3.224234753996264e-10
4.798427806642918e-16,0.9999982016838139,1.798316185627259e-06
7.0796754346377995e-06,1.9681162703437325e-06,0.9999909522082951
1.889959934733397e-11,0.9397680208218857,0.060231979159214466
1.2202879392571508e-05,2.8145368147041426e-06,0.9999849825837926
2.259512588639431e-23,0.9999999999480165,5.1983510599744306e-11
0.999999999253566,4.870740869468722e-37,7.464339495315282e-10
0.9999875812605911,1.075581267405829e-26,1.2418739408930419e-05
0.9996478456032815,4.420599439162505e-22,0.00035215439671850996
2.7191997100579237e-27,0.9999999999997287,2.712881190098011e-13
0.0011200026732476388,2.201576263443455e-10,0.9988799971065947
0.0003965654006504266,2.6309799531416735e-05,0.9995771247998182
0.0024927504274695734,5.578103544805828e-10,0.99750724901472
2.506131168583978e-25,0.9999999999936835,6.3164114512605685e-12
4.416584576409085e-06,6.526799459958488e-06,0.9999890566159636
6.958850369434467e-20,0.9999999936163415,6.383658361208506e-09
0.9999999959580432,7.082452928518901e-34,4.0419566726611325e-09
0.0058947315753238435,5.90000425039078e-07,0.9941046784242512
1.4658669302737011e-08,0.8147782559532923,0.1852217293880383
2.144149870593703e-21,0.9999999091503788,9.084962104408446e-08
1.45976024686125e-06,1.825659851852567e-05,0.9999802836412347
0.9999908063309538,1.553091035466391e-25,9.193669046122514e-06
3.697650660157611e-18,0.9999960047696466,3.995230353397247e-06
1.4576459985047443e-05,0.02223816402135688,0.9777472595186579
0.9993461205584097,1.1621157690856136e-21,0.0006538794415902909
0.001736683077830965,2.104674566041985e-10,0.9982633167117015
0.00019386574378926227,1.1267124091332732e-07,0.9998060215849698
2.7539159426394125e-29,0.9999999999999825,1.7648763773214655e-14
0.001729698092041087,1.373422947019866e-10,0.9982703017706166
5.027879836360787e-11,0.9942657620449369,0.005734237904784126
6.072732536697105e-15,0.9995341962343354,0.0004658037656587234
4.912349237228772e-05,3.903561068479493e-07,0.9999504861515209
2.5161870492525826e-18,0.9999977141120074,2.28588799261186e-06
9.006263158667392e-12,0.9994542838457786,0.0005457161452150161
0.9999705946757109,6.374121449131713e-26,2.9405324289155554e-05
0.9998898067310101,1.2540326120255605e-23,0.00011019326898981962
4.4252708247785164e-21,0.9999999973567151,2.6432850260098853e-09
1.1740718818402633e-07,0.693023468852564,0.3069764137402477
3.3130655348090185e-07,0.005511533742967094,0.9944881349504795
8.498036997647925e-19,0.9999985121537401,1.4878462597824979e-06
8.155368789590805e-19,0.999999975258743,2.474125701105542e-08
5.5043001345668034e-08,0.8883224817804121,0.11167746317658668
0.999999999998475,2.103436467265266e-43,1.5249837734427792e-12
0.9999999998514426,1.6416078015295059e-38,1.48557485417059e-10
0.9999999991021327,1.4360433594633751e-37,8.978673224531267e-10
4.490650381071283e-33,1.0,4.989576071148754e-17
0.9962706969345719,1.2261676394152798e-19,0.0037293030654280473
4.848446767444441e-25,0.9999999999947498,5.250180632474494e-12
0.9999957258790532,2.674067856789296e-27,4.274120946741011e-06
0.0023451772674580418,1.0627117764130496e-10,0.9976548226262707
0.999999997228683,6.997561752012537e-35,2.7713169217677096e-09
6.97440263222425e-18,0.9999998571190454,1.428809545952666e-07
0.003677933466415327,3.0847458421260887e-10,0.9963220662251101
0.999999992504634,7.079841875791525e-34,7.495366126824959e-09
1.7161274307269659e-22,0.9999999999378619,6.213808179211922e-11
0.9999999997603171,8.368504334812054e-38,2.3968300429679566e-10
0.9999999970379452,3.317240053932328e-36,2.962054777204961e-09
0.999993456735077,1.2873099342841669e-26,6.543264923111376e-06
2.804621183497137e-23,0.9999999975705227,2.429477177115049e-09
2.6039572214501264e-07,0.0018836506241925184,0.9981160889800854
0.9997982394783415,1.1859514552543284e-22,0.00020176052165851174
8.563893417434488e-06,1.5464013654267935e-06,0.9999898897052171
0.9999999998058948,3.939847215700131e-37,1.9410510386786297e-10
6.838278293059211e-05,1.1325589882495041e-07,0.9999315039611707
0.9997507690784203,1.3197990848368824e-22,0.0002492309215796251
6.38018271087225e-05,9.570055380315369e-08,0.9999361024723374
2.2632944870195677e-06,0.009387379995723259,0.9906103567097898
1.0885154696782804e-08,0.883844726901443,0.11615526221340228
4.133325590212956e-10,0.9913419006266662,0.008658098960001387
3.664711965409326e-15,0.9996944022174351,0.0003055977825612021
1.0429503367400446e-15,0.9999934396533232,6.560346675655845e-06
0.9999999999941775,2.6797126395471793e-42,5.8225436399352674e-12
0.0007232874397932748,1.3237662258429263e-09,0.9992767112364406
0.9996732653629412,1.6920868817211145e-22,0.00032673463705871033
0.9981989766647665,1.2155871545933773e-20,0.001801023335233471
0.9999979539684098,9.01626706290149e-28,2.046031590106143e-06
0.9999841777607242,2.9009945019298034e-25,1.5822239275729586e-05
0.9999999998612037,1.8912868615271526e-38,1.387962262347998e-10
0.9999992616697895,4.3237403830805385e-29,7.38330210460529e-07
0.01875615384741967,5.870952472939436e-11,0.9812438460938708
0.0006530660345904614,3.902099595784935e-09,0.99934693006331
1.2969748797121098e-06,5.3347133201505973e-05,0.9999453558919189
0.9999979991502163,6.632264826613979e-28,2.0008497837148867e-06
0.999999969712541,3.154806813651109e-32,3.028745902578762e-08
5.072756150906499e-14,0.9999747520386919,2.5247961257501387e-05
0.9999999993364026,1.2348240124954814e-37,6.635973374631789e-10
1.0083084651071048e-16,0.9999993269276771,6.73072322972979e-07
3.536380297667623e-06,6.817323247354695e-06,0.999989646296455
0.0006911699343753932,9.92295081630606e-10,0.9993088290733296
0.9999999991233754,3.0391558014946866e-37,8.766246553767353e-10
0.09080385499280899,2.4449859056782453e-12,0.909196145004746
1.7950592816013954e-18,0.9999999595046499,4.0495350043932785e-08
2.1507507533023386e-05,7.393368554009672e-08,0.9999784185587813
0.005723859491944267,9.517529109779577e-11,0.9942761404128804
8.231535479353227e-07,5.5672392731783385e-05,0.9999435044537203
7.160474672864113e-13,0.9998722982363395,0.0001277017629445131
1.1312542252726862e-09,0.9429801522332112,0.05701984663553453
0.00012621394339894438,2.412375768302514e-05,0.9998496622989179
2.5254256153881976e-09,0.9685718374801221,0.03142815999445229
7.0541229847927e-05,2.8477641574368697e-08,0.9999294302925105
5.28091332821359e-11,0.997931660431958,0.002068339515232976
2.452235332517387e-10,0.9940266434498238,0.005973356304952689
3.871185174859566e-20,0.9999999907392038,9.260796260522978e-09
5.267887875913901e-20,0.9999999920543315,7.945668454331045e-09
0.9999995619503808,3.084303075367804e-30,4.3804961916844e-07
0.08218596402128464,1.6495065947265198e-12,0.9178140359770658
0.0007592746234549339,1.077483468044931e-09,0.9992407242990615
1.1721276073447102e-31,0.9999999999999996,4.163959185240424e-16
0.037350377473880994,1.4568025985748095e-08,0.9626496079580931
2.3830807737725865e-06,7.17909441701538e-05,0.9999258259750562
0.000360653120073529,3.808311186395328e-09,0.9996393430716154
1.2920854229916246e-26,0.9999999999992215,7.784577275898063e-13
2.976187258210122e-21,0.9999999986128267,1.3871732826065448e-09
0.9999999990372392,9.042467273758805e-36,9.627607754607102e-10
0.9996814890613794,9.134706742680516e-22,0.0003185109386204731
3.8098166630622064e-07,0.00010104375192301043,0.9998985752664107
0.9999907429662815,4.807472745154469e-27,9.257033718438651e-06
5.477461379065757e-07,0.12671667221023084,0.8732827800436314
2.910498622298496e-13,0.9998101943119936,0.00018980568771526953
4.838829058415933e-09,0.2333257697364941,0.7666742254246769
0.9677566289618277,1.0810214571251077e-17,0.03224337103817242
0.008532703725204505,1.6460804334919953e-11,0.9914672962583347
0.9999999962378763,1.1819288637326545e-34,3.7621237039515325e-09
1.968247385104646e-07,0.00030597070026957483,0.9996938324749919
0.001414925814216615,1.3147000381506795e-09,0.9985850728710833
4.915899302183111e-08,0.7447641941395783,0.2552357567014286
1.8941688125662192e-07,0.5286928560962814,0.47130695448683746
0.9999996317717598,2.6129070100123812e-30,3.682282401856347e-07
0.9999975673344274,1.125154421258733e-28,2.4326655726574742e-06
0.9999998791908994,4.454863689987996e-31,1.2080910049085384e-07
0.01728554314452178,8.735473914609423e-12,0.9827144568467429
5.323291510639735e-06,1.3668112724075115e-05,0.9999810085957653
1.1989057018019806e-06,8.557570997169471e-05,0.9999132253843264
0.0003491285276242375,1.7293003249473233e-05,0.9996335784691263
0.9933040564106284,1.8551584798014702e-19,0.006695943589371549
0.9999986621902258,7.980647453246648e-27,1.3378097742922884e-06
3.6523022704034135e-08,0.008596511370718523,0.9914034521062588
0.9917917383974385,4.8841567047717675e-18,0.008208261602561554
0.9993616495445092,4.801474170498474e-21,0.0006383504554907744
1.4958140358309014e-17,0.9999901012413578,9.898758642322419e-06
1.1673458955231018e-10,0.9132131953942254,0.0867868044890401
0.9984715615708646,2.184892414370995e-20,0.0015284384291352844
1.523788937195671e-05,0.002435706876685443,0.9975490552339425
7.510802536773475e-08,0.007875603169506086,0.9921243217224686
0.999880745243624,1.6209746100726223e-23,0.00011925475637598048
0.9998039347069505,1.1130009418712043e-23,0.00019606529304935734
0.9999999931737964,6.618053013433823e-35,6.826203510127049e-09
2.6467375132228843e-17,0.9999764180291624,2.358197083762348e-05
1.4557602622332413e-32,0.9999999999999973,2.7569825804371974e-15
4.1539738295661883e-23,0.9999999999055327,9.446733572657971e-11
0.9999969257492601,2.098437013650341e-27,3.0742507397411484e-06
1.1671299350693664e-06,0.049238671489737165,0.9507601613803277
2.5466513615542257e-06,7.085932914044872e-05,0.999926594019498
0.9999969872184787,5.203399178817183e-28,3.0127815212439535e-06
2.1869776777447446e-21,0.9999999718221261,2.817787385780193e-08
1.657804006842484e-07,0.0003431996028417975,0.9996566346167576
1.0766948455427686e-06,0.15328349306462663,0.8467154302405279
0.015339253652463044,9.321938317865853e-12,0.984660746338215
0.00010129623026942374,0.0026236714949594894,0.997275032274771
1.1948360081846372e-27,0.9999999999998828,1.1716880473027432e-13
2.8171170637302272e-09,0.9698163596161264,0.030183637566756443
0.001101664108903368,3.15636339837295e-06,0.9988951795276984
0.0002505578316820099,1.8551633793587044e-09,0.9997494403131547
1.3583142718494087e-10,0.99105898200857,0.008941017855598695
0.9999571993603747,4.777578878724967e-25,4.280063962514451e-05
2.1510603563391387e-05,6.325816150827147e-07,0.9999778568148217
3.076025420358556e-12,0.9988803547684898,0.0011196452284341503
0.9960689689359282,1.4582079857309579e-19,0.0039310310640716635
0.0002989799204150691,7.64570066037309e-06,0.9996933743789245
5.783509561190466e-05,0.0007793340271176925,0.9991628308772704
0.9972823367503928,5.625071721518983e-20,0.002717663249607179
0.9995882122168668,1.3860575432003598e-22,0.0004117877831332209
1.0732932809218227e-06,0.00020645538438023763,0.9997924713223388
1.3399090018583587e-12,0.9891147564705061,0.01088524352815386
2.7365961777629478e-06,7.89052740320945e-06,0.9999893728764191
0.9998860823047394,8.523603107209662e-24,0.00011391769526066188
0.9999999985989676,1.5001247302335862e-36,1.4010323427355075e-09
0.0004012781799741951,2.303144926854229e-06,0.999596418675099
1.0782489394147602e-08,0.8929063024127791,0.10709368680473133
1.5164562574231346e-11,0.9984953251904656,0.0015046747943700057
0.9993821541488098,1.798276105812406e-21,0.0006178458511901377
7.573305701651364e-06,3.548817217541299e-05,0.9999569385221231
0.999999991111609,7.492225618710536e-35,8.888391093691468e-09
0.0001036236616015636,4.1901210555387504e-09,0.9998963721482774
3.7770484058497034e-05,3.606788961984443e-08,0.9999621934480519
0.9955643622380923,2.2670294905530727e-19,0.004435637761907661
0.9999999994103623,1.6048776929904116e-37,5.896376569211503e-10
8.273333680431696e-11,0.8912477062441644,0.10875229367310243
1.0777643483558078e-05,0.00523349275733122,0.9947557295991852
4.382045111950497e-19,0.9999993722509121,6.277490878487779e-07
0.999999890439593,2.837337181504077e-31,1.0956040688671882e-07
0.999999999980641,1.8800583906859597e-41,1.9358998769691432e-11
7.206575747578713e-08,0.0063473256624846045,0.993652602271758
9.432009999625925e-07,0.05010627353176739,0.9498927832672326
1.3221475409744964e-08,0.9090675430584056,0.090932443720119
0.9997799912289694,5.697316809321946e-23,0.0002200087710305118
0.995829470392951,1.6338547048502657e-19,0.004170529607048943
3.2410986387758127e-21,0.9999999986505814,1.349418498394561e-09
0.9999818615366812,9.358453319065638e-26,1.813846331883795e-05
1.891234263699172e-20,0.9999998538554067,1.4614459332718519e-07
0.9999999993630435,5.297586047744726e-37,6.369564411635708e-10
3.704709796446222e-05,1.4206734186396433e-07,0.9999628108346936
5.7284247729964645e-06,1.7334731763937172e-05,0.9999769368434631
3.6927980034845545e-11,0.9159227444848326,0.08407725547823942
2.6552299051463325e-06,1.1282232255346765e-05,0.9999860625378395
0.9991840530239456,4.622015699229163e-21,0.000815946976054401
4.869754886396822e-11,0.9934015577849782,0.006598442166324291
6.29648371774383e-05,8.497744432211139e-08,0.9999369501853782
1.0747686416820403e-28,0.9999999999999818,1.8145540333528297e-14
0.9990157397169779,5.5072863476063236e-21,0.0009842602830220822
1.7973282995089395e-06,1.0283959877984476e-05,0.9999879187118224
4.073091923161864e-11,0.9966119967565403,0.0033880032027288286
4.2744941868018535e-17,0.9999992055533594,7.944466405357569e-07
1.7091633394350142e-09,0.9772570620493073,0.02274293624152926
3.969677554625677e-05,1.8413901089313726e-07,0.9999601190854428
2.2345402493934135e-22,0.9999999998409148,1.590852836666262e-10
4.935604947671727e-21,0.9999999971818805,2.8181195674779335e-09
0.9999999974683442,4.460402442023642e-36,2.5316556847454546e-09
8.154712353957959e-16,0.9999724351768129,2.7564823186301092e-05
4.96633875052908e-06,1.1123257676628618e-06,0.9999939213354817
0.9998260374767478,6.03178977317562e-23,0.0001739625232521113
0.9998859452046218,9.588450225991698e-23,0.00011405479537829089
6.8734394653669354e-18,0.9999952908235779,4.709176422132686e-06
3.8991996306864736e-25,0.999999999996559,3.4410307655810854e-12
0.0006043991545245514,7.238619688207551e-09,0.9993955936068558
0.9999636108664263,5.011265030602776e-25,3.63891335737037e-05
0.9999994702258574,3.793234785824377e-29,5.297741425047143e-07
5.324353440240543e-06,0.016487929094133668,0.9835067465524262
0.999999998755789,4.90736253631109e-36,1.244211029681899e-09
0.9999996903916893,8.348975511571313e-30,3.0960831052542014e-07
0.9999988599997369,8.925515263718664e-29,1.1400002632055218e-06
0.9931869772522806,5.628376560026576e-19,0.0068130227477194785
0.9999096877343944,8.122077973072315e-24,9.031226560575439e-05
0.9999999973900713,7.26776176878183e-35,2.6099286716015168e-09
4.984340765101763e-22,0.9999999992433226,7.566773231512721e-10
6.728387825779773e-23,0.9999999998632281,1.3677194059395052e-10
1.7153577068748814e-10,0.9933955811831121,0.006604418645352134
3.0210368645543437e-05,2.683456526485461e-07,0.9999695212857017
4.0398989469435766e-14,0.9999812855855983,1.871441436126634e-05
0.9999999995731408,5.513805171257319e-38,4.268591821085236e-10
1.144074179844583e-31,0.9999999999999993,6.368593455495855e-16
0.9999999913514598,1.8557076438080903e-34,8.648540272795455e-09
0.9999999986128605,7.274274727557402e-36,1.3871394307269033e-09
2.9060723305423e-06,3.793415384132467e-05,0.9999591597738282
2.5747996653511588e-12,0.968719250976253,0.03128074902117225
0.9999802819643864,3.8739197740080577e-25,1.97180356135496e-05
1.3103345793849961e-06,0.00016621097049805716,0.9998324786949224
1.3786762143577512e-05,3.733647209678027e-07,0.9999858398731354
1.414574513492715e-15,0.999995891701471,4.1082985276358214e-06
6.632783055342523e-07,0.11900379769074143,0.8809955390309531
0.0021389985435417186,2.6523346418886064e-10,0.9978610011912248
2.254605338814313e-05,3.915171631891409e-08,0.9999774147948955
0.00010653488211704691,9.529153853130253e-05,0.9997981735793516
4.1299072118494913e-07,0.0001626979342022889,0.9998368890750766
2.4494721564510368e-08,0.08255583536788241,0.917444140137396
0.9999776025010598,4.99003735012639e-25,2.239749894016102e-05
0.999849977545014,1.066026597491174e-21,0.00015002245498598688
0.9999999405631921,3.3766782263385133e-32,5.94368079919098e-08
0.9999999127568769,4.338903884414135e-31,8.724312309511807e-08
0.999349909122425,5.910919560703189e-22,0.0006500908775750002
4.4786128101250885e-13,0.9999018021265573,9.819787299485529e-05
6.307499538042777e-32,0.9999999999999996,3.560373362274378e-16
0.999999999967071,4.685062703276519e-40,3.292897132982476e-11
0.0015008571200539995,3.2560896937111154e-09,0.9984991396238563
0.9999999798834445,6.965895371320699e-34,2.0116555519985375e-08
7.968456268226698e-05,9.415784511369609e-08,0.9999202212794726
0.9999999999529294,5.159438549190423e-40,4.7070564972721776e-11
7.885956234119433e-28,0.9999999999998819,1.180489665286536e-13
5.352690586491124e-19,0.9999999710003449,2.8999655149090426e-08
6.22037205370314e-06,7.485756414526104e-06,0.9999862938715317
0.9999952243263909,7.163940987571259e-27,4.775673609233966e-06
0.00015247922925534392,0.0008221623605128281,0.9990253584102319
5.928180988181094e-15,0.9996271762433999,0.0003728237565940721
0.9999999987146206,5.703915278645403e-37,1.2853793889486203e-09
0.9999998154170949,4.501503594882944e-31,1.845829051538731e-07
0.00028060299734638405,3.738722729034851e-09,0.9997193932639309
4.710811562798241e-17,0.999976343743483,2.365625651689748e-05
1.5772404542480722e-12,0.9996998314532081,0.0003001685452148454
0.9999999915900343,1.288865621799719e-35,8.40996566367076e-09
9.965792388995705e-22,0.9999999830845704,1.6915429692891914e-08
1.0836412216334046e-05,7.830428641317252e-06,0.9999813331591423
7.155212770800727e-08,0.009619711487523379,0.990380216960349
4.70484970665858e-27,0.9999999999994471,5.529651071903908e-13
0.9998522218953584,2.6114366430946888e-23,0.00014777810464177115
4.77030875870959e-14,0.9999524647794198,4.753522053256379e-05
9.571184252456172e-10,0.9759990827017242,0.024000916341157398
5.390352388164153e-08,0.740458125545682,0.2595418205507941
0.00018814075199579083,2.3465784986165635e-09,0.9998118569014258
6.231281556677813e-20,0.9999999951921181,4.807881895470251e-09
7.375373262511142e-19,0.9999999279274702,7.207252976783334e-08
0.04720169534318999,3.114841235955641e-12,0.9527983046536952
0.9999999997904536,6.943180065282275e-38,2.0954632410029675e-10
0.9999998105140943,6.980231174814975e-31,1.89485905673926e-07
0.0020351137268235326,5.4300705703795666e-11,0.9979648862188759
0.9999999999951925,3.840416139353069e-43,4.80744925298295e-12
0.9999999998602349,8.412867322736006e-39,1.3976512185620102e-10
6.013053105312665e-19,0.9999999557738541,4.4226145906896655e-08
2.114491241298321e-06,3.7393780618333234e-06,0.9999941461306968
0.9999656730169623,7.993407749843354e-25,3.432698303775069e-05
3.1360692411675447e-24,0.9999999989552495,1.0447505322418005e-09
4.407431730031976e-05,4.6509108467292586e-07,0.999955460591615
1.7692207254486118e-05,0.0010253306252738213,0.9989569771674717
1.0649828255198708e-20,0.9999999977501866,2.249813374642424e-09
0.9999999999748033,3.6960517042748357e-41,2.5196699266741826e-11
2.294230932396298e-28,0.9999999999999267,7.328521561146135e-14
3.907629795431733e-12,0.9992475164802526,0.0007524835158396978
4.775567294030788e-08,0.004038890491150944,0.9959610617531761
6.512219596036318e-12,0.9990538417905908,0.0009461582028971662
3.6616574838225105e-14,0.9999576440559419,4.2355944021501e-05
3.606206270732124e-05,6.146722716738016e-08,0.9999638764700656
9.779202784283134e-29,0.9999999999999645,3.5580569803124195e-14
1.6738525231547646e-14,0.9992980388049173,0.0007019611950660696
0.0015841776516879065,1.0125055267608498e-09,0.9984158213358065
2.124599156117568e-25,0.9999999999960181,3.981877339727544e-12
1.1236964784533138e-16,0.99999826898852,1.7310114798144781e-06
1.81409648040152e-12,0.999561834366647,0.00043816563153883573
1.1287727931704468e-20,0.9999999958033532,4.1966467398357305e-09
1.6198642218327768e-18,0.9999976326435254,2.3673564745868383e-06
1.099860280252588e-08,0.03305787281841072,0.9669421161829865
0.9999999999929079,3.958862665169034e-42,7.092154065589993e-12
0.00012676534256521663,8.673914955217418e-08,0.9998731479182852
0.9953244472103676,3.293140882320985e-19,0.004675552789632425
0.05495789476717926,5.859468937308117e-12,0.9450421052269614
0.0010152014570166757,9.903055734123087e-11,0.9989847984439528
0.9999987725749473,1.426957750837197e-28,1.227425052633538e-06
4.4137248760271754e-10,0.9866680790058826,0.013331920552744755
0.99999999999334,5.819695695524143e-42,6.6601125109723624e-12
4.165994292737117e-06,0.08440063899626711,0.9155951950094402
3.689812663800083e-07,0.3281072834324731,0.6718923475862605
0.0015013649850467614,2.4575141457962444e-09,0.9984986325574391
0.9999999999975868,5.414677664378314e-43,2.4132109844046547e-12
2.2267920720530907e-32,0.9999999999999998,1.9665392634989724e-16
8.554006679648444e-16,0.9999980997031463,1.9002968526373326e-06
0.9999999984689245,3.784590948898902e-37,1.5310755004012995e-09
1.2415050043485683e-06,9.826727048068029e-05,0.999900491224515
0.9994005343263743,5.324138793913714e-22,0.0005994656736256969
0.9927310844143516,2.1659272178993218e-19,0.007268915585648335
0.9998985571254306,1.5428263585921342e-23,0.00010144287456937742
0.9999999978472385,1.4101797032826786e-36,2.1527616206253023e-09
4.1599679281320378e-22,0.999999999478735,5.212649776484784e-10
0.9999995942761951,4.414475674844634e-30,4.057238049512286e-07
3.3554122050765885e-07,0.0007063362495557643,0.9992933282092237
0.003903450641519624,1.3775933245232754e-06,0.9960951717651558
0.999999109830113,2.3913136106520603e-29,8.901698869505533e-07
0.0004207216743532665,3.1888320962479105e-05,0.9995473900046843
1.6767429499078552e-05,2.9970727011465536e-07,0.9999829328632308
1.956836701486336e-05,1.7897936963874763e-06,0.9999786418392888
3.100516768927925e-05,3.52974045547102e-07,0.9999686418582652
2.0296815133831222e-27,0.9999999999997697,2.3016309680233303e-13
0.9999999652555366,9.694858568171701e-29,3.474446341896283e-08
0.9999872930895747,4.031459969753312e-26,1.2706910425220823e-05
3.85944920883119e-07,0.5850926638030995,0.41490695025197954
0.999999999995905,3.2787136733208777e-43,4.095041964583484e-12
0.9999969466680075,2.9423599843282814e-26,3.0533319924565834e-06
0.9999999999996909,1.6358331654685394e-44,3.0909082545512995e-13
0.0001323188578403717,1.2435192540710947e-08,0.9998676687069672
